PAS_free_yoker;West-Pozzak Dining Club;;;;;;;;;;;;;x
PAS_statist;Road-Reform League;;;;;;;;;;;;;x
PAS_absolutist;The PSGA;;;;;;;;;;;;;x
PAS_theocratist;The Poets' Party;;;;;;;;;;;;;x
PAS_conservative;The Jokzo Club;;;;;;;;;;;;;x
PAS_reactionary;The Courtiers' Party;;;;;;;;;;;;;x
PAS_conservative_old;The Burghers' Syndicate;;;;;;;;;;;;;x
VOK_liberationist;The Radical Party;;;;;;;;;;;;;x
VOK_free_yoker;The Metayers' League;;;;;;;;;;;;;x
VOK_statist;Orthodox Mudtian Statist Party;;;;;;;;;;;;;x
VOK_absolutist;The VSGA;;;;;;;;;;;;;x
VOK_theocratist;Doshkine Honour League;;;;;;;;;;;;;x
VOK_conservative;The Constabular Party;;;;;;;;;;;;;x
VOK_reactionary;The High Constabulary;;;;;;;;;;;;;x
VOK_conservative_old;The Agrarian League;;;;;;;;;;;;;x
GAU_liberationist;The Social Radicals;;;;;;;;;;;;;x
GAU_free_yoker;Soldiers of the False Nimiz;;;;;;;;;;;;;x
GAU_statist;The Statists;;;;;;;;;;;;;x
GAU_absolutist;All-Gaubja Absolutist Syndicate;;;;;;;;;;;;;x
GAU_theocratist;The Churchman's Party;;;;;;;;;;;;;x
GAU_conservative;The Conservatives;;;;;;;;;;;;;x
GAU_reactionary;The King's Party;;;;;;;;;;;;;x
GAU_conservative_old;The Madhmo Party;;;;;;;;;;;;;x
VAF_liberationist;The Independent Radicals;;;;;;;;;;;;;x
VAF_free_yoker;The Whiteback Party;;;;;;;;;;;;;x
VAF_statist;Union and Defence Party;;;;;;;;;;;;;x
VAF_absolutist;Vafauti Absolutist Board;;;;;;;;;;;;;x
VAF_theocratist;The Clericalists;;;;;;;;;;;;;x
VAF_conservative;The Prince's Party;;;;;;;;;;;;;x
VAF_reactionary;The Militarists;;;;;;;;;;;;;x
VAF_conservative_old;The Planters' Party;;;;;;;;;;;;;x
VUG_liberationist;The Oortothi Party;;;;;;;;;;;;;x
VUG_free_yoker;Blessed Landsman's League;;;;;;;;;;;;;x
VUG_statist;The Developmentalist Party;;;;;;;;;;;;;x
VUG_absolutist;Order and Solidarity Party;;;;;;;;;;;;;x
VUG_theocratist;Party of the Drupe;;;;;;;;;;;;;x
VUG_conservative;The Goothins;;;;;;;;;;;;;x
VUG_conservative_old;The Masogins;;;;;;;;;;;;;x
VUG_reactionary;The Old Athisards;;;;;;;;;;;;;x
KID_liberationist;The Social Extremists;;;;;;;;;;;;;x
KID_free_yoker;The Free-Soil Party;;;;;;;;;;;;;x
KID_statist;Imperial Reform Party;;;;;;;;;;;;;x
KID_absolutist;Imperial Unity Party;;;;;;;;;;;;;x
KID_theocratist;Pan-Gashdziik Theocratist Synod;;;;;;;;;;;;;x
KID_conservative;The Imperialists;;;;;;;;;;;;;x
KID_reactionary;The Party of the Dhovs;;;;;;;;;;;;;x
KID_conservative_old;The Particularists;;;;;;;;;;;;;x
RAN_liberationist;The Gagav Dovâ;;;;;;;;;;;;;x
RAN_free_yoker;The Roots and Soil League;;;;;;;;;;;;;x
RAN_statist;The Social Tribunate;;;;;;;;;;;;;x
RAN_absolutist;Rannutan Social-Absolutist Bloc;;;;;;;;;;;;;x
RAN_theocratist;The Young Unnahu;;;;;;;;;;;;;x
RAN_conservative;The Dâveb Party;;;;;;;;;;;;;x
RAN_reactionary;The Court Faction;;;;;;;;;;;;;x
RAN_conservative_old;The Country Faction;;;;;;;;;;;;;x
MAM_liberationist;The Pavillion of Moths;;;;;;;;;;;;;x
MAM_free_yoker;The Weavers' Syndicate;;;;;;;;;;;;;x
MAM_statist;The Social-Statist Party;;;;;;;;;;;;;x
MAM_absolutist;Social Revolutionary Absolutist Party;;;;;;;;;;;;;x
MAM_theocratist;The Maou of the Nation;;;;;;;;;;;;;x
MAM_conservative;The Black Tower Party;;;;;;;;;;;;;x
MAM_reactionary;The White Tower Party;;;;;;;;;;;;;x
MAM_conservative_old;The Little Tower;;;;;;;;;;;;;x
TAK_liberationist;Sako-Soum Alliance;;;;;;;;;;;;;x
TAK_free_yoker;The Lubber's Bund;;;;;;;;;;;;;x
TAK_statist;The Deikauks;;;;;;;;;;;;;x
TAK_absolutist;The Yaukauks;;;;;;;;;;;;;x
TAK_theocratist;The Iron Guard;;;;;;;;;;;;;x
TAK_conservative;The New Conservatives;;;;;;;;;;;;;x
TAK_reactionary;The Old Conservatives;;;;;;;;;;;;;x
TAK_conservative_old;The Free Conservatives;;;;;;;;;;;;;x
BOG_liberationist;The Bukobs;;;;;;;;;;;;;x
BOG_free_yoker;The Haijduk's League;;;;;;;;;;;;;x
BOG_statist;Social Modernization Federation;;;;;;;;;;;;;x
BOG_absolutist;Union and Justice Party;;;;;;;;;;;;;x
BOG_theocratist;The Fatherland Party;;;;;;;;;;;;;x
BOG_conservative;The Yellow Party;;;;;;;;;;;;;x
BOG_reactionary;The Party of the Old Bog;;;;;;;;;;;;;x
BOG_conservative_old;The White Party;;;;;;;;;;;;;x
GHE_liberationist;Neer Om-Drit;;;;;;;;;;;;;x
GHE_free_yoker;Ghechyamy Liberation League;;;;;;;;;;;;;x
GHE_statist;Ghechan Peoples' Statist Party;;;;;;;;;;;;;x
GHE_absolutist;Grey-Front Fighters;;;;;;;;;;;;;x
GHE_theocratist;Neer Ghan Gheecha;;;;;;;;;;;;;x
GHE_conservative;Neer Baym-Ghech;;;;;;;;;;;;;x
GHE_reactionary;The Qeygs;;;;;;;;;;;;;x
GHE_conservative_old;Neer Dep;;;;;;;;;;;;;x
JAD_liberationist;The Radicals;;;;;;;;;;;;;x
JAD_free_yoker;The Mule-and-Seed League;;;;;;;;;;;;;x
JAD_statist;Jadiimi Mudtian Statist Party;;;;;;;;;;;;;x
JAD_absolutist;Jadiimi Gamatist Party;;;;;;;;;;;;;x
JAD_theocratist;Temple Protection League;;;;;;;;;;;;;x
JAD_conservative;The Millers;;;;;;;;;;;;;x
JAD_reactionary;The Dhovaks;;;;;;;;;;;;;x
JAD_conservative_old;The Planters;;;;;;;;;;;;;x
AYU_liberationist;Peace and Tolerance League;;;;;;;;;;;;;x
AYU_free_yoker;The Pastoralists' Bund;;;;;;;;;;;;;x
AYU_statist;Unity and Progress Party;;;;;;;;;;;;;x
AYU_absolutist;The New Royalists;;;;;;;;;;;;;x
AYU_theocratist;Parosou-Yak Party;;;;;;;;;;;;;x
AYU_conservative;The Old Royalists;;;;;;;;;;;;;x
AYU_reactionary;The Isolationists;;;;;;;;;;;;;x
AYU_conservative_old;The Confederation Party;;;;;;;;;;;;;x
WGG_liberationist;The Radicals;;;;;;;;;;;;;x
WGG_free_yoker;The Mule-and-Seed League;;;;;;;;;;;;;x
WGG_statist;The Mudtian Statist Party;;;;;;;;;;;;;x
WGG_absolutist;The Gamatist Party;;;;;;;;;;;;;x
WGG_theocratist;Temple Protection League;;;;;;;;;;;;;x
WGG_conservative;The Burghers;;;;;;;;;;;;;x
WGG_reactionary;The Dhovaks;;;;;;;;;;;;;x
WGG_conservative_old;The Planters;;;;;;;;;;;;;x
WAP_liberationist;The Bobuan Party;;;;;;;;;;;;;x
WAP_free_yoker;Party of the Moug;;;;;;;;;;;;;x
WAP_statist;Wapkami Reform League;;;;;;;;;;;;;x
WAP_absolutist;Wapkami Absolutist Secretariat;;;;;;;;;;;;;x
WAP_theocratist;Imperial Tribute League;;;;;;;;;;;;;x
WAP_conservative;The Estate Party;;;;;;;;;;;;;x
WAP_reactionary;The Conquest Party;;;;;;;;;;;;;x
WAP_conservative_old;The Conservative Party;;;;;;;;;;;;;x
RST_liberationist;The Radicals;;;;;;;;;;;;;x
RST_free_yoker;The Bushmans' Bund;;;;;;;;;;;;;x
RST_statist;Land Clearance League;;;;;;;;;;;;;x
RST_absolutist;Roshutan Absolutist Secretariat;;;;;;;;;;;;;x
RST_theocratist;Imperial Federation League;;;;;;;;;;;;;x
RST_conservative;The Radical Conservatives;;;;;;;;;;;;;x
RST_reactionary;The Traditionalists;;;;;;;;;;;;;x
RST_conservative_old;The Old Conservatives;;;;;;;;;;;;;x
TWD_liberationist;The Reformists;;;;;;;;;;;;;x
TWD_free_yoker;The Bushmans' Bund;;;;;;;;;;;;;x
TWD_statist;Shirshan League;;;;;;;;;;;;;x
TWD_absolutist;Towuzhan Absolutist Secretariat;;;;;;;;;;;;;x
TWD_theocratist;Vopudwou Shrish;;;;;;;;;;;;;x
TWD_conservative;Toshawriz Party;;;;;;;;;;;;;x
TWD_reactionary;The Traditionalists;;;;;;;;;;;;;x
TWD_conservative_old;Shrud Party;;;;;;;;;;;;;x
UCG_liberationist;The Radicals;;;;;;;;;;;;;x
UCG_free_yoker;The Tribunate;;;;;;;;;;;;;x
UCG_statist;The Modernizers;;;;;;;;;;;;;x
UCG_absolutist;The Absolutist Party;;;;;;;;;;;;;x
UCG_theocratist;The Neo-Traditionalists;;;;;;;;;;;;;x
UCG_conservative;The Monarchists;;;;;;;;;;;;;x
UCG_reactionary;The Traditionalists;;;;;;;;;;;;;x
UCG_conservative_old;The Agrarians;;;;;;;;;;;;;x
FAH_liberationist;The Sunset Party;;;;;;;;;;;;;x
FAH_free_yoker;The Tangyak Group;;;;;;;;;;;;;x
FAH_statist;Fahseuhn Statist Chapter;;;;;;;;;;;;;x
FAH_absolutist;The Gamatist Faction;;;;;;;;;;;;;x
FAH_theocratist;The Circle of Betz-Yakon;;;;;;;;;;;;;x
FAH_conservative;The Pruuntish Citizenry Party;;;;;;;;;;;;;x
FAH_reactionary;The Princely Clique;;;;;;;;;;;;;x
FAH_conservative_old;The Commonwealth Party;;;;;;;;;;;;;x
PRE_liberationist;The Liberationists;;;;;;;;;;;;;x
PRE_free_yoker;Veuzu Unredeemed;;;;;;;;;;;;;x
PRE_statist;Preuhn Statist Chapter;;;;;;;;;;;;;x
PRE_absolutist;The Gamatist Faction;;;;;;;;;;;;;x
PRE_theocratist;Honor and Wisdom Party;;;;;;;;;;;;;x
PRE_conservative;The Pruuntish Citizenry Party;;;;;;;;;;;;;x
PRE_reactionary;House Preuhn's Guard;;;;;;;;;;;;;x
PRE_conservative_old;The Country Party;;;;;;;;;;;;;x
BAH_liberationist;The Annexationists;;;;;;;;;;;;;x
BAH_free_yoker;The Bog-Beaters;;;;;;;;;;;;;x
BAH_statist;Bahdro Statist Chapter;;;;;;;;;;;;;x
BAH_absolutist;The Gamatist Faction;;;;;;;;;;;;;x
BAH_theocratist;Anti-Tribute League;;;;;;;;;;;;;x
BAH_conservative;The Anti-Annexationists;;;;;;;;;;;;;x
BAH_reactionary;The Regionalists;;;;;;;;;;;;;x
BAH_conservative_old;The Growers' Cartel;;;;;;;;;;;;;x
TAH_liberationist;The Autonomists;;;;;;;;;;;;;x
TAH_free_yoker;Mekyum's Guild;;;;;;;;;;;;;x
TAH_statist;The Insularists;;;;;;;;;;;;;x
TAH_absolutist;The Absolutist Faction;;;;;;;;;;;;;x
TAH_theocratist;Anti-Tribute League;;;;;;;;;;;;;x
TAH_conservative;House Thaykum Loyalists;;;;;;;;;;;;;x
TAH_reactionary;The Ultra-Loyalists;;;;;;;;;;;;;x
TAH_conservative_old;The Root Lords;;;;;;;;;;;;;x
SON_liberationist;The Popular-Radicals;;;;;;;;;;;;;x
SON_free_yoker;The Gondliers' League;;;;;;;;;;;;;x
SON_statist;The Pruuntish Unity Party;;;;;;;;;;;;;x
SON_absolutist;Hydomite Absolutist Party;;;;;;;;;;;;;x
SON_theocratist;Anti-Imperial League;;;;;;;;;;;;;x
SON_conservative;The Radical-Populists;;;;;;;;;;;;;x
SON_reactionary;The Imperialists;;;;;;;;;;;;;x
SON_conservative_old;The Conservatives;;;;;;;;;;;;;x
RUD_liberationist;The Greens;;;;;;;;;;;;;x
RUD_free_yoker;The Herdsmen's Party;;;;;;;;;;;;;x
RUD_statist;The Pruuntish Unity Party;;;;;;;;;;;;;x
RUD_absolutist;Hydomite Absolutist Party;;;;;;;;;;;;;x
RUD_theocratist;Anti-Imperial League;;;;;;;;;;;;;x
RUD_conservative;The Pruuntish Citizenry Party;;;;;;;;;;;;;x
RUD_reactionary;Tyaka's Men;;;;;;;;;;;;;x
RUD_conservative_old;The Conservatives;;;;;;;;;;;;;x
ROD_liberationist;The Communitarians;;;;;;;;;;;;;x
ROD_free_yoker;The Ykont Bunch;;;;;;;;;;;;;x
ROD_statist;The Pruuntish Unity Party;;;;;;;;;;;;;x
ROD_absolutist;Hydomite Absolutist Party;;;;;;;;;;;;;x
ROD_theocratist;The Faithful of Rod;;;;;;;;;;;;;x
ROD_conservative;The Pruuntish Citizenry Party;;;;;;;;;;;;;x
ROD_reactionary;The Black Flag Party;;;;;;;;;;;;;x
ROD_conservative_old;The Conservatives;;;;;;;;;;;;;x
YEU_liberationist;The Moderates;;;;;;;;;;;;;x
YEU_free_yoker;The Extremists;;;;;;;;;;;;;x
YEU_statist;The Developmentalists;;;;;;;;;;;;;x
YEU_absolutist;Gamatist Absolutist Party;;;;;;;;;;;;;x
YEU_theocratist;The Anti-Tribute Party;;;;;;;;;;;;;x
YEU_conservative;The Blue Party;;;;;;;;;;;;;x
YEU_reactionary;The Old Men;;;;;;;;;;;;;x
YEU_conservative_old;The Tradionalists;;;;;;;;;;;;;x
WUH_liberationist;The Brotherhood Party;;;;;;;;;;;;;x
WUH_free_yoker;Pruuntish Supremacy Party;;;;;;;;;;;;;x
WUH_statist;The Regionalists;;;;;;;;;;;;;x
WUH_absolutist;Gamatist Absolutist Party;;;;;;;;;;;;;x
WUH_theocratist;The Anti-Tribute Bloc;;;;;;;;;;;;;x
WUH_conservative;The Conservatives;;;;;;;;;;;;;x
WUH_reactionary;House Tzau-Thomon;;;;;;;;;;;;;x
WUH_conservative_old;The Reed-Planters;;;;;;;;;;;;;x
DEU_liberationist;The Deuuyeuru Party;;;;;;;;;;;;;x
DEU_free_yoker;The Justice Party;;;;;;;;;;;;;x
DEU_statist;The Mudtians;;;;;;;;;;;;;x
DEU_absolutist;Gamatist Absolutist Party;;;;;;;;;;;;;x
DEU_theocratist;The Circle of Betz-Omon;;;;;;;;;;;;;x
DEU_conservative;The Pruuntish Citizenry Party;;;;;;;;;;;;;x
DEU_reactionary;House Traditionalists;;;;;;;;;;;;;x
DEU_conservative_old;The Imperialists;;;;;;;;;;;;;x
PRT_liberationist;The Pruuntish Justice Party;;;;;;;;;;;;;x
PRT_free_yoker;The Folk Party;;;;;;;;;;;;;x
PRT_statist;The Moderates;;;;;;;;;;;;;x
PRT_absolutist;P.O.H.A.P.;;;;;;;;;;;;;x
PRT_theocratist;The Circle of Betz-Omon;;;;;;;;;;;;;x
PRT_conservative;The Pruuntish Citizenry Party;;;;;;;;;;;;;x
PRT_reactionary;The Colonialists;;;;;;;;;;;;;x
PRT_conservative_old;The Regionalists;;;;;;;;;;;;;x
OMU_liberationist;The Modernizers;;;;;;;;;;;;;x
OMU_free_yoker;The Utithe;;;;;;;;;;;;;x
OMU_statist;Tohigh Tu'mu;;;;;;;;;;;;;x
OMU_absolutist;Tohigh Tod;;;;;;;;;;;;;x
OMU_theocratist;Ihn Thepu;;;;;;;;;;;;;x
OMU_conservative;Ihu Timuth;;;;;;;;;;;;;x
OMU_reactionary;The Party of The Mullahs;;;;;;;;;;;;;x
OMU_conservative_old;The Cantonial Caucus;;;;;;;;;;;;;x
ODO_liberationist;The Modernizers;;;;;;;;;;;;;x
ODO_free_yoker;Gasogi Rioters;;;;;;;;;;;;;x
ODO_statist;The Sovans;;;;;;;;;;;;;x
ODO_absolutist;State Reform League;;;;;;;;;;;;;x
ODO_theocratist;Miret-Hit-Kagash;;;;;;;;;;;;;x
ODO_conservative;The Clique of the Hit;;;;;;;;;;;;;x
ODO_reactionary;Suhe-Tawit;;;;;;;;;;;;;x
ODO_conservative_old;The Thrallmasters;;;;;;;;;;;;;x
POH_liberationist;The Reformers;;;;;;;;;;;;;x
POH_free_yoker;The Herdsmen;;;;;;;;;;;;;x
POH_statist;Tohigh Tu'mu Mudtian-Branch;;;;;;;;;;;;;x
POH_absolutist;Tohigh Tu'mu Gamatist-Branch;;;;;;;;;;;;;x
POH_theocratist;Ihn Tothudi;;;;;;;;;;;;;x
POH_conservative;Sphohet Omed;;;;;;;;;;;;;x
POH_reactionary;Thuhd Party;;;;;;;;;;;;;x
POH_conservative_old;The Transmonatian Party;;;;;;;;;;;;;x
SIH_liberationist;The Reformers;;;;;;;;;;;;;x
SIH_free_yoker;The Herdsmen;;;;;;;;;;;;;x
SIH_statist;Tohigh Tu'mu Mudtian-Branch;;;;;;;;;;;;;x
SIH_absolutist;Tohigh Tu'mu Gamatist-Branch;;;;;;;;;;;;;x
SIH_theocratist;Ihn Tothudi;;;;;;;;;;;;;x
SIH_conservative;The Lowlanders;;;;;;;;;;;;;x
SIH_reactionary;Thuhd Party;;;;;;;;;;;;;x
SIH_conservative_old;The Uplanders;;;;;;;;;;;;;x
SPO_liberationist;The Urbanists;;;;;;;;;;;;;x
SPO_free_yoker;The Herdsmen;;;;;;;;;;;;;x
SPO_statist;Tohigh Tu'mu Mudtian-Branch;;;;;;;;;;;;;x
SPO_absolutist;Tohigh Tu'mu Gamatist-Branch;;;;;;;;;;;;;x
SPO_theocratist;Ihn Tothudi;;;;;;;;;;;;;x
SPO_conservative;The City Party;;;;;;;;;;;;;x
SPO_reactionary;Thuhd Party;;;;;;;;;;;;;x
SPO_conservative_old;The Country Party;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
X;x;;;;;;;;;;;;;x
